day,stock,open,high,low,close,volume
140.0,1075.0,305.2038,311.751,305.2038,309.837,52432.0
140.0,1076.0,122.727,123.651,122.166,122.166,6192.0
140.0,1077.0,163.0266,163.0266,163.0266,163.0266,0.0
140.0,1078.0,200.17338,204.5868,200.17338,201.66696,592384.0
140.0,1079.0,225.72,227.7,225.72,227.0004,144928.0
140.0,1080.0,32.67,33.2574,32.604,32.7492,164256.0
140.0,1081.0,101.046,101.409,101.046,101.409,14400.0
140.0,1082.0,52.7076,54.05532,52.7076,53.46858,20304.0
140.0,1083.0,54.78,55.44,54.12,55.44,47216.0
140.0,1084.0,104.6232,104.6232,104.6232,104.6232,0.0
140.0,1085.0,79.2,80.652,78.9888,80.289,316944.0
140.0,1086.0,12.7974,13.2,12.7974,13.2,89600.0
140.0,1087.0,4.06956,4.06956,4.06956,4.06956,0.0
140.0,1088.0,134.8974,135.2142,133.4784,134.4684,918048.0
140.0,1089.0,85.8,86.493,85.6152,86.0244,193232.0
140.0,1090.0,640.8138,652.146,640.8138,652.146,4656.0
140.0,1091.0,7.6098,7.6098,7.6098,7.6098,0.0
140.0,1092.0,61.4064,61.974,61.1952,61.8552,1285136.0
140.0,1093.0,97.44372,99.0396,97.44372,99.01386,16208.0
140.0,1094.0,35.376,35.7126,35.376,35.6532,0.0
140.0,1095.0,194.7,194.7,194.7,194.7,1600.0
140.0,1096.0,71.16846,72.05484,71.16846,72.05484,3056.0
140.0,1097.0,172.59,178.464,172.59,177.21,8000.0
140.0,1098.0,15.576,15.7014,15.18,15.5694,233200.0
140.0,1099.0,8.4216,8.976,8.4216,8.976,148784.0
140.0,1100.0,203.0094,209.088,203.0094,209.088,3680.0
140.0,1101.0,141.9,148.83,135.696,142.395,7184.0
140.0,1102.0,96.2148,100.3134,96.2148,100.254,112256.0
140.0,1103.0,30.7956,31.0134,30.756,30.756,37600.0
140.0,1104.0,54.9252,55.5852,54.813,54.978,53632.0
140.0,1105.0,87.4236,88.3476,87.3114,87.5622,1264368.0
140.0,1106.0,49.5,51.0114,49.5,51.0114,9600.0
140.0,1107.0,105.27,106.26,105.27,106.26,16768.0
140.0,1108.0,18.315,18.7044,18.315,18.6582,843632.0
140.0,1109.0,35.39976,36.3264,35.39976,36.3264,0.0
140.0,1110.0,11.385,12.3288,10.7679,12.3288,1272928.0
140.0,1111.0,66.264,66.264,65.5182,66.264,70384.0
140.0,1112.0,74.118,75.5766,74.118,75.5766,16000.0
140.0,1113.0,263.3565,273.4083,263.3565,273.4083,170624.0
140.0,1114.0,82.8366,85.041,82.8366,84.612,40400.0
140.0,1115.0,118.7604,119.2686,118.668,118.668,138592.0
140.0,1116.0,189.42,194.634,189.42,194.073,74560.0
140.0,1117.0,213.444,219.7305,213.444,219.318,140352.0
140.0,1118.0,19.47,19.9914,19.47,19.7868,196816.0
140.0,1119.0,304.6428,308.3586,304.6428,308.3586,1056.0
140.0,1120.0,13.7808,14.2296,13.332,14.0052,95744.0
140.0,1121.0,187.308,187.968,186.4038,186.747,58320.0
140.0,1122.0,516.978,544.9158,516.978,541.464,96000.0
140.0,1123.0,31.4094,31.4094,30.6405,31.4094,218048.0
140.0,1124.0,19.14,19.14,19.14,19.14,0.0
140.0,1125.0,114.87696,115.48614,114.82548,115.0182,76832.0
140.0,1126.0,184.899,184.899,184.833,184.833,0.0
140.0,1127.0,34.7094,36.0162,34.7094,36.0162,1648.0
140.0,1128.0,176.5764,177.2166,173.382,174.504,26288.0
140.0,1129.0,212.7642,218.724,212.7642,217.602,70320.0
140.0,1130.0,135.3,139.128,135.3,137.0688,266880.0
140.0,1131.0,25.74,26.169,25.74,26.169,30640.0
140.0,1132.0,156.1758,160.6374,156.1758,160.6374,73008.0
140.0,1133.0,309.2166,316.2852,309.2166,316.1004,3120.0
140.0,1134.0,107.0124,111.54,107.0124,111.54,34992.0
140.0,1135.0,105.2172,105.2172,105.2172,105.2172,0.0
140.0,1136.0,14.97474,14.98068,14.97474,14.98068,1840.0
140.0,1137.0,46.79664,46.79664,46.57356,46.57356,36416.0
140.0,1138.0,275.6952,276.7776,275.6424,275.6424,1600.0
140.0,1139.0,56.7204,57.6972,56.7204,57.354,414624.0
140.0,1140.0,385.8162,393.3864,385.8162,390.6144,85040.0
140.0,1141.0,422.4,431.4156,422.4,428.7888,5056.0
140.0,1142.0,506.8536,519.0636,506.8536,518.1,39776.0
140.0,1143.0,100.3134,100.32,99.066,100.32,83872.0
140.0,1144.0,123.8622,125.037,122.8458,122.8458,40000.0
140.0,1145.0,27.72,27.72,27.72,27.72,0.0
140.0,1146.0,77.3652,77.3652,77.187,77.187,3200.0
140.0,1147.0,377.1174,397.287,377.1174,396.5082,18816.0
140.0,1148.0,27.0534,27.4296,26.9346,27.4296,38096.0
140.0,1149.0,364.6302,370.7286,364.6302,370.7286,24240.0
140.0,1150.0,9.52776,9.52776,9.52776,9.52776,0.0
140.0,1151.0,11.0484,11.0484,11.0484,11.0484,0.0
140.0,1152.0,7.59264,7.61904,7.59264,7.61904,26864.0
140.0,1153.0,4.55532,4.86024,4.55532,4.77708,83200.0
140.0,1154.0,48.8202,48.8202,48.8202,48.8202,0.0
140.0,1155.0,1053.327,1069.7016,1053.327,1065.966,37088.0
140.0,1156.0,9.22548,9.22548,9.22548,9.22548,0.0
140.0,1157.0,32.1123,32.1123,32.1123,32.1123,0.0
140.0,1158.0,51.876,53.394,51.876,53.394,160.0
140.0,1159.0,8.3424,8.5074,8.3424,8.5074,104000.0
140.0,1160.0,41.811,42.9066,41.811,42.57,1131520.0
140.0,1161.0,27.2844,27.522,27.2844,27.522,13600.0
140.0,1162.0,23.76,23.76,23.76,23.76,0.0
140.0,1163.0,173.9694,175.7646,173.9694,175.7646,35920.0
140.0,1164.0,20.7636,20.7636,20.7636,20.7636,0.0
140.0,1165.0,10.6623,10.989,10.3653,10.3653,55952.0
140.0,1166.0,19.041,19.041,18.5592,18.5592,85840.0
140.0,1167.0,28.0896,28.0896,28.0896,28.0896,0.0
140.0,1168.0,244.728,247.335,244.728,247.335,2080.0
140.0,1169.0,185.5458,188.43,185.5458,186.1398,7728.0
140.0,1170.0,136.5672,139.9794,136.5672,139.9794,3120.0
140.0,1171.0,155.628,161.9838,155.628,161.9838,1280.0
140.0,1172.0,96.7494,96.7494,96.7494,96.7494,0.0
140.0,1173.0,62.3502,63.1884,62.3502,62.6934,106112.0
140.0,1174.0,211.38018,211.38018,211.38018,211.38018,0.0
140.0,1175.0,82.50198,82.50198,82.50198,82.50198,125040.0
140.0,1176.0,34.32,34.32,33.528,33.528,19200.0
140.0,1177.0,66.759,66.759,64.3236,64.3236,195504.0
140.0,1178.0,25.2912,25.707,25.1526,25.1526,19040.0
140.0,1179.0,368.28,371.1708,368.28,371.1708,10432.0
140.0,1180.0,3044.0718,3044.0718,3044.0718,3044.0718,0.0
140.0,1181.0,2864.6574,2888.16,2864.4,2871.0,3968.0
140.0,1182.0,11.63382,12.12024,11.63382,12.12024,20592.0
140.0,1183.0,6.7518,6.7716,6.7518,6.7716,5408.0
140.0,1184.0,245.817,248.9916,244.5564,248.9916,58496.0
140.0,1185.0,28.5318,29.2908,28.5318,29.2908,7408.0
140.0,1186.0,361.02,384.186,361.02,383.856,36800.0
140.0,1187.0,69.729,71.3724,69.729,71.3724,800.0
140.0,1188.0,9.17466,9.17466,9.17466,9.17466,0.0
140.0,1189.0,392.7,396.33,392.7,396.33,0.0
140.0,1190.0,257.763,259.6308,254.661,257.1888,97440.0
140.0,1191.0,13.9062,13.9062,13.9062,13.9062,0.0
140.0,1192.0,106.5966,110.8206,106.5966,108.702,1370112.0
140.0,1193.0,10.56,10.8504,10.56,10.8504,4704.0
140.0,1194.0,4.5936,4.7322,4.5936,4.7322,687152.0
140.0,1195.0,21.87306,22.50732,21.87306,22.25322,328128.0
140.0,1196.0,77.9988,79.7775,77.8767,79.3716,219072.0
140.0,1197.0,87.15036,87.15036,87.15036,87.15036,0.0
140.0,1198.0,58.047,59.037,58.047,58.08,53280.0
140.0,1199.0,32.6238,32.6568,32.6238,32.6568,11520.0
140.0,1200.0,374.7546,377.157,370.9926,373.7712,91440.0
140.0,1201.0,73.92,73.92,73.92,73.92,0.0
140.0,1202.0,9.834,9.834,9.834,9.834,0.0
140.0,1203.0,216.27738,233.25918,216.27738,223.33212,34272.0
140.0,1204.0,19.8594,19.8594,19.767,19.767,0.0
140.0,1205.0,3.201,3.201,3.201,3.201,0.0
140.0,1206.0,563.739,567.6,563.739,566.973,16272.0
140.0,1207.0,564.4254,568.128,562.518,568.128,21024.0
140.0,1208.0,133.98,141.8934,133.98,139.953,32128.0
140.0,1209.0,103.95,103.95,103.95,103.95,1280.0
140.0,1210.0,12.27732,12.27732,12.27732,12.27732,0.0
140.0,1211.0,105.6,105.6,105.6,105.6,0.0
140.0,1212.0,27.7662,27.7662,27.7662,27.7662,0.0
140.0,1213.0,15.741,16.5066,15.741,15.84,28880.0
140.0,1214.0,25.74,25.74,25.74,25.74,0.0
140.0,1215.0,36.2142,36.2142,35.1186,35.376,500832.0
140.0,1216.0,2541.0,2571.0234,2541.0,2571.0234,16.0
140.0,1217.0,228.987,249.4866,227.7,246.18,131968.0
140.0,1218.0,7.83156,7.8375,7.83156,7.8375,8864.0
140.0,1219.0,409.3881,414.5757,409.3353,414.5724,64256.0
140.0,1220.0,11.6754,12.1242,11.5632,11.9328,215984.0
140.0,1221.0,67.353,67.353,67.32,67.32,51456.0
140.0,1222.0,515.8692,521.4,514.668,519.651,6144.0
140.0,1223.0,140.91,142.2234,140.58,141.867,28288.0
140.0,1224.0,32.2806,33.132,32.2806,32.703,24000.0
140.0,1225.0,108.9,108.9,108.9,108.9,0.0
140.0,1226.0,960.1548,978.5424,957.066,976.5624,71344.0
140.0,1227.0,145.332,145.332,145.332,145.332,0.0
140.0,1228.0,28.3206,28.611,28.3206,28.611,4000.0
140.0,1229.0,21.5424,21.5424,21.5424,21.5424,0.0
140.0,1230.0,33.924,33.924,33.924,33.924,0.0
140.0,1231.0,400.2834,400.2834,395.472,397.3662,8000.0
140.0,1232.0,13.2,13.2,13.2,13.2,0.0
140.0,1233.0,309.705,315.4668,309.705,315.4668,4080.0
140.0,1234.0,39.2436,40.7814,39.2436,39.9036,674960.0
140.0,1235.0,121.77,121.77,119.8494,120.4962,148240.0
140.0,1236.0,106.26,107.976,105.7386,107.976,93920.0
140.0,1237.0,70.55268,71.28,70.55268,70.87674,83664.0
140.0,1238.0,41.646,42.768,41.646,42.3126,26000.0
140.0,1239.0,305.91,311.421,297.0,302.082,10800.0
140.0,1240.0,84.48,84.48,83.556,83.556,17552.0
140.0,1241.0,353.1132,360.6174,353.1132,360.6174,640.0
140.0,1242.0,60.8256,61.4856,60.4824,61.1886,82400.0
140.0,1243.0,67.0626,70.818,66.9504,67.9734,443184.0
140.0,1244.0,122.6544,122.6544,118.6218,118.6218,0.0
140.0,1245.0,15.972,15.972,15.972,15.972,0.0
140.0,1246.0,1716.0,1716.0,1716.0,1716.0,0.0
140.0,1247.0,105.27,107.2038,105.27,106.425,8080.0
140.0,1248.0,93.1524,97.9176,93.1524,97.9176,0.0
140.0,1249.0,56.9844,58.41,56.3178,58.41,101280.0
140.0,1250.0,12.0186,12.8964,12.0186,12.8964,1760.0
140.0,1251.0,13.9524,13.9524,13.9524,13.9524,0.0
140.0,1252.0,3.90786,3.95406,3.90786,3.95406,0.0
140.0,1253.0,414.7836,421.9644,414.7836,417.78,33824.0
140.0,1254.0,38.11236,39.43566,37.29264,38.07144,122528.0
140.0,1255.0,640.464,646.932,526.878,543.18,148416.0
140.0,1256.0,7.2204,7.2204,7.2204,7.2204,0.0
140.0,1257.0,18.00546,18.63642,18.00546,18.61596,1010256.0
140.0,1258.0,474.04896,474.04896,474.04896,474.04896,0.0
140.0,1259.0,88.3608,89.1462,88.3608,89.1462,2560.0
140.0,1260.0,98.307,104.082,98.307,102.333,12160.0
140.0,1261.0,202.752,205.194,202.752,204.534,240448.0
140.0,1262.0,186.5292,186.5292,186.5292,186.5292,0.0
140.0,1263.0,8.382,8.382,8.382,8.382,0.0
140.0,1264.0,8.6196,8.6196,8.6196,8.6196,0.0
140.0,1265.0,100.46388,102.34158,100.46388,102.25908,182368.0
140.0,1266.0,105.534,107.217,105.534,107.217,640.0
140.0,1267.0,16.9026,17.7144,16.9026,17.7144,480240.0
140.0,1268.0,172.5834,174.3522,172.5834,174.2334,338576.0
140.0,1269.0,179.3946,180.2658,179.3946,179.85,4480.0
140.0,1270.0,1606.539,1608.9018,1606.539,1606.7106,1472.0
140.0,1271.0,10.461,10.461,10.461,10.461,0.0
140.0,1272.0,58.938,58.938,58.938,58.938,0.0
140.0,1273.0,102.45246,103.10784,102.23994,102.64584,177776.0
140.0,1274.0,222.0966,224.3274,218.625,224.1162,332768.0
140.0,1275.0,32.0694,32.934,32.0694,32.934,32.0
140.0,1276.0,240.7746,244.134,240.6228,240.6228,4560.0
140.0,1277.0,32.8218,32.8218,31.1058,31.35,8320.0
140.0,1278.0,7.1346,7.2402,7.1346,7.2402,0.0
140.0,1279.0,6.26802,6.31356,6.25548,6.25548,66544.0
140.0,1280.0,181.2426,182.7342,180.2526,180.873,254368.0
140.0,1281.0,161.931,165.0,161.931,165.0,8000.0
140.0,1282.0,151.9716,161.568,151.9716,159.7134,17328.0
140.0,1283.0,14.8302,15.1338,14.4276,15.1074,717568.0
140.0,1284.0,236.6232,246.18,234.2934,246.18,28480.0
140.0,1285.0,88.44,88.44,88.44,88.44,0.0
140.0,1286.0,123.8622,123.8622,123.8622,123.8622,0.0
140.0,1287.0,213.312,213.6618,211.4508,212.19,296448.0
140.0,1288.0,29.49342,30.04188,29.49342,30.04188,16896.0
140.0,1289.0,96.525,96.77778,96.525,96.77778,10032.0
140.0,1290.0,529.75494,538.1079,529.75494,530.19648,283008.0
140.0,1291.0,53.5392,55.7634,53.5392,55.1166,130432.0
140.0,1292.0,112.9986,114.906,112.8666,112.8666,40640.0
140.0,1293.0,84.117,84.117,84.117,84.117,0.0
140.0,1294.0,105.138,105.9564,104.9796,104.9796,800.0
140.0,1295.0,99.0,99.066,99.0,99.066,1440.0
140.0,1296.0,54.5952,56.1066,54.5952,55.44,91200.0
140.0,1297.0,34.4784,34.4784,34.4784,34.4784,0.0
140.0,1298.0,174.273,177.5796,174.1212,176.7348,3200.0
140.0,1299.0,389.38614,390.68634,389.38614,390.68634,368.0
140.0,1300.0,135.4056,140.745,135.4056,140.745,12800.0
140.0,1301.0,29.3502,29.3502,28.446,28.446,30400.0
140.0,1302.0,105.1116,105.1116,105.1116,105.1116,0.0
140.0,1303.0,808.236,808.335,804.936,804.936,1280.0
140.0,1304.0,34.5576,34.5576,34.5576,34.5576,0.0
140.0,1305.0,28.9938,28.9938,28.9938,28.9938,0.0
140.0,1306.0,273.9,273.9,272.9496,272.9496,0.0
140.0,1307.0,159.192,159.192,159.192,159.192,0.0
140.0,1308.0,58.3638,59.2614,58.3638,58.8126,8784.0
140.0,1309.0,208.7118,211.86,208.7118,211.662,8880.0
140.0,1310.0,55.902,56.8524,55.77,56.826,107200.0
140.0,1311.0,29.172,29.4294,29.1126,29.1126,0.0
140.0,1312.0,200.376,203.61,199.98,202.224,66560.0
140.0,1313.0,29.7,31.746,29.7,31.746,4000.0
140.0,1314.0,165.03564,165.03564,165.03564,165.03564,0.0
140.0,1315.0,29.865,30.1092,29.6208,30.1092,61056.0
140.0,1316.0,61.0434,61.182,59.7696,60.06,36800.0
140.0,1317.0,63.4788,64.5876,57.42,60.0072,787120.0
140.0,1318.0,313.6584,315.5328,307.2036,310.2,5792.0
140.0,1319.0,102.3,102.9534,101.9436,102.2934,463072.0
140.0,1320.0,66.264,66.264,63.1686,66.264,149184.0
140.0,1321.0,64.6536,64.845,63.9408,64.2048,190224.0
140.0,1322.0,66.0264,66.0264,66.0264,66.0264,0.0
140.0,1323.0,7.60056,7.60056,7.05672,7.05672,0.0
140.0,1324.0,224.7168,225.1326,223.6344,223.6344,6640.0
140.0,1325.0,144.7776,146.949,144.7776,145.8864,140512.0
140.0,1326.0,60.4164,60.4164,60.4164,60.4164,0.0
140.0,1327.0,2.9502,3.0954,2.9502,2.9898,154400.0
140.0,1328.0,141.7944,141.7944,141.7944,141.7944,0.0
140.0,1329.0,65.7492,66.6864,65.7492,65.7492,63360.0
140.0,1330.0,5.61,5.61,5.61,5.61,64000.0
140.0,1331.0,53.3016,54.3642,53.3016,54.0672,3600.0
140.0,1332.0,14.62098,14.98068,14.58204,14.92326,1450256.0
140.0,1333.0,509.2527,511.83462,509.2527,511.83462,3568.0
140.0,1334.0,1112.1,1115.037,1097.448,1104.84,271264.0
140.0,1335.0,35.9634,37.5144,35.9634,36.333,16560.0
140.0,1336.0,69.894,69.894,69.63,69.63,5824.0
140.0,1337.0,378.84,389.07,378.84,381.48,208912.0
140.0,1338.0,9.33966,10.74084,9.33966,10.27356,923744.0
140.0,1339.0,16.31454,16.31454,16.31454,16.31454,0.0
140.0,1340.0,219.087,219.087,219.087,219.087,0.0
140.0,1341.0,68.376,68.376,68.376,68.376,2400.0
140.0,1342.0,118.0212,119.262,118.0212,119.13,0.0
140.0,1343.0,118.47,118.9254,118.47,118.8,25824.0
140.0,1344.0,97.35,97.35,97.35,97.35,8000.0
140.0,1345.0,75.59178,78.276,75.59178,78.276,25344.0
140.0,1346.0,31.152,31.35,31.152,31.152,85536.0
140.0,1347.0,80.454,80.454,80.454,80.454,800.0
140.0,1348.0,263.7822,273.5634,263.7822,272.415,44368.0
140.0,1349.0,180.2196,183.975,180.2196,182.8596,4176.0
140.0,1350.0,271.59,273.1806,266.211,272.25,16832.0
141.0,1000.0,24.31704,24.65298,24.08538,24.08538,151312.0
141.0,1001.0,264.4554,269.61,259.38,264.9768,44192.0
141.0,1002.0,60.17022,60.53256,59.51022,59.51022,78368.0
141.0,1003.0,25.5684,25.5684,25.0536,25.0536,44960.0
141.0,1004.0,386.034,386.1,371.9694,377.9226,173408.0
141.0,1005.0,167.442,167.442,167.442,167.442,0.0
141.0,1006.0,68.0658,68.739,67.9734,67.9734,16320.0
141.0,1007.0,94.0698,96.4986,92.5254,92.5254,1408.0
141.0,1008.0,13.96098,14.04876,13.75176,13.75176,64192.0
141.0,1009.0,16.797,17.4042,16.797,17.4042,16000.0
141.0,1010.0,17.82,17.82,17.82,17.82,0.0
141.0,1011.0,331.65,338.7648,329.9538,330.3036,20992.0
141.0,1012.0,408.936,408.936,400.092,407.748,5280.0
141.0,1013.0,264.7722,271.8606,264.7722,267.3,5840.0
141.0,1014.0,36.3,37.29,36.3,37.29,10880.0
141.0,1015.0,10.3455,10.3455,10.33362,10.3455,89536.0
141.0,1016.0,174.438,175.23,174.438,175.23,2960.0
141.0,1017.0,53.7834,54.384,53.2488,54.384,6512.0
141.0,1018.0,571.2234,571.56,556.413,556.413,54736.0
141.0,1019.0,26.0304,27.225,26.0304,26.73,362512.0
141.0,1020.0,81.576,83.16,81.576,82.9422,20800.0
141.0,1021.0,149.4306,149.622,144.342,146.454,62048.0
141.0,1022.0,288.816,294.624,288.453,292.974,812352.0
141.0,1023.0,89.2914,89.2914,87.12,87.1662,299520.0
141.0,1024.0,28.38,28.38,28.314,28.38,1040.0
141.0,1025.0,794.31,794.31,780.78,780.78,203472.0
141.0,1026.0,177.0978,179.5662,177.0978,177.9162,1600.0
141.0,1027.0,65.67,66.6402,65.67,65.67,19520.0
141.0,1028.0,5.9664,5.9664,5.874,5.9532,80000.0
141.0,1029.0,140.613,141.4446,138.2106,138.2106,15664.0
141.0,1030.0,26.8554,26.8554,26.8554,26.8554,0.0
141.0,1031.0,169.62,169.62,166.056,169.1118,2880.0
141.0,1032.0,494.406,495.0528,488.103,493.02,310384.0
141.0,1033.0,560.97624,560.97624,544.3746,545.69988,177616.0
141.0,1034.0,118.4502,118.4502,116.3976,116.3976,1120.0
141.0,1035.0,127.51332,127.974,124.872,124.872,146480.0
141.0,1036.0,576.6816,578.4042,559.9704,565.059,11424.0
141.0,1037.0,474.0516,474.9096,463.3332,463.3332,14512.0
141.0,1038.0,27.6012,27.6012,27.6012,27.6012,0.0
141.0,1039.0,499.62,507.3618,499.29,507.3618,6016.0
141.0,1040.0,149.82,150.4008,148.83,149.358,80672.0
141.0,1041.0,127.79778,127.79778,127.79778,127.79778,2416.0
141.0,1042.0,119.35308,119.78538,118.8924,119.78538,13712.0
141.0,1043.0,48.8664,48.8664,48.8664,48.8664,0.0
141.0,1044.0,293.7,293.7,281.0412,282.546,66112.0
141.0,1045.0,476.2956,481.8858,474.4146,478.104,189936.0
141.0,1046.0,350.4864,356.4,350.4864,354.9546,7616.0
141.0,1047.0,570.9,570.9,563.475,564.5574,6416.0
141.0,1048.0,37.026,37.026,36.564,36.96,375840.0
141.0,1049.0,37.0392,37.1778,36.663,36.8016,1343632.0
141.0,1050.0,32.1288,32.1288,31.7064,31.746,44800.0
141.0,1051.0,23.694,23.9844,23.4102,23.4366,99136.0
141.0,1052.0,101.8314,101.8314,101.8314,101.8314,0.0
141.0,1053.0,20.26398,20.5755,20.00394,20.5755,565728.0
141.0,1054.0,270.6,273.9,269.9268,269.9268,6368.0
141.0,1055.0,258.7398,258.7398,257.0568,257.4,19600.0
141.0,1056.0,138.8706,138.8706,138.8706,138.8706,0.0
141.0,1057.0,8.2764,8.4744,8.2764,8.4744,59200.0
141.0,1058.0,25.0074,25.0074,24.73284,24.73284,35456.0
141.0,1059.0,52.5492,53.3082,51.6186,53.295,5427856.0
141.0,1060.0,38.412,38.61,38.412,38.61,2400.0
141.0,1061.0,50.41278,50.41278,49.94286,49.94286,60400.0
141.0,1062.0,9.3654,9.8208,9.3654,9.5898,175776.0
141.0,1063.0,30.36,30.36,29.4426,29.4426,14560.0
141.0,1064.0,96.36,96.36,94.248,96.36,8000.0
141.0,1065.0,31.82982,32.39808,31.82982,32.39808,7536.0
141.0,1066.0,5.43576,5.43576,5.43576,5.43576,0.0
141.0,1067.0,666.8772,669.009,661.98,661.98,32080.0
141.0,1068.0,118.1598,122.067,118.1598,122.067,9600.0
141.0,1069.0,21.81762,21.86778,21.81762,21.86118,28912.0
141.0,1070.0,64.35,64.713,63.393,63.393,11360.0
141.0,1071.0,231.0,231.0066,229.6734,230.802,24640.0
141.0,1072.0,42.1014,42.1014,40.788,40.788,27680.0
141.0,1073.0,320.76,320.9844,315.3876,316.1466,501712.0
141.0,1074.0,97.6734,97.68,95.4558,95.4558,27152.0
141.0,1075.0,310.3584,311.6982,306.2202,309.7974,41408.0
141.0,1076.0,123.75,123.75,123.75,123.75,0.0
141.0,1077.0,164.01,164.01,164.01,164.01,0.0
141.0,1078.0,202.39164,202.9533,199.32,200.81952,709296.0
141.0,1079.0,227.5614,227.5614,223.377,223.4034,35104.0
141.0,1080.0,32.4654,33.231,32.4654,32.8878,200528.0
141.0,1081.0,100.9206,101.6466,100.9206,101.442,7600.0
